id,Name,Barcode,Manufacturer,Amount,GS1 Form,Food-grade,Material,Colour
233,Rejer str. S,5701338125971,XXL,700 g,bag,true,plastic,other-colours
234,Fuldkorns Græskarkernestykker,5701014052386,Hatting,"0,452 kg",bag,true,plastic,other-colours
235,Mango i tern øko,5712873652884,Salling ØKO,250 g,bag,true,plastic,other-colours
236,Cordon bleu af kylling,5706911022449,Chick'n,250 g,bag,true,plastic,other-colours
237,Focacciabolle m. pepperoni og ost,5707103037692,Salling,400 g,bag,true,plastic,other-colours
238,Kylling i rød karry m. jasminris medium,8855702006957,Kitchen Joy,350 g,box,true,fibre-based,other-colours
239,Forårsruller mini m. oksekød og grøntsager,5741200315109,Daloon,30 stk,bag,true,plastic,other-colours
240,Flødeis m. karamel og karamelchokoladeskal,8711327483071,Magnum,255 ml,box,false,fibre-based,other-colours
242,Miniflutes,5701012892724,Vores,25 stk,bag,false,plastic,other-colours
243,Ananas i stykker,5712873983070,Salling,300 g,bag,true,plastic,other-colours
244,Mango,5775345200570,Sun Lolly,"0,6 liter",box,false,fibre-based,other-colours
245,Pizza m. ost mini øko,5712873545551,Salling ØKO,4 stk,box,false,fibre-based,other-colours
246,Panerede fiskefileter,5740301079088,Budget,500 g,bag,true,plastic,other-colours
248,Speltstykker øko,5712874041915,Salling ØKO,6 stk,bag,true,plastic,other-colours
249,Mælkeis m. chokoladestykker,5710405040932,Carte d'Or,900 ml,tray,true,plastic,clear
250,Mælkeis m. vanilje og chokolade,8000920305102,Carte d'Or,900 ml,tray,true,plastic,clear
252,Bølgeskårne pommes frites øko,5712873687640,Salling ØKO,600 g,bag,true,plastic,other-colours
253,Boller i karry m. ris,5712874423889,Salling,350 g,box,false,fibre-based,other-colours
255,Pizzabrød m. hvidløg,5712873762316,Salling,236 g,box,false,fibre-based,other-colours
256,Nudelret m. cremet tom yum og kylling mild,8858984832146,Kitchen Joy,320 g,box,true,fibre-based,other-colours
257,Bærblanding øko,5712873176830,Salling ØKO,225 g,bag,true,plastic,other-colours
259,Frikadeller,5707196267020,Tulip,455 g,bag,true,plastic,other-colours
260,Grønlandske rejer str. S,5701338125704,XXL,1.100 g,bag,true,plastic,other-colours
261,Grove bagels m. kerner og frø,5712872753476,Princip,4 stk,sleeve,true,plastic,other-colours
263,Fuldkornshåndværkere øko,5712874041779,Salling ØKO,6 stk,bag,true,plastic,other-colours
264,Hot wings,5712874262761,Salling,750 g,bag,true,plastic,other-colours
265,Rundstykker m. hvide birkes,5701014074050,Salling,25 stk,bag,true,plastic,other-colours
266,Frys-selv-is m. hindbærsmag,5775345856036,Sun Lolly,10 stk,box,false,fibre-based,other-colours
268,Kyllingebrystfilet tilsat 14% vand,5712870236407,XXL,4.200 g,box,false,fibre-based,other-colours
269,Fransk inspireret grøntsagsblanding øko,5712873678839,Salling ØKO,400 g,bag,true,plastic,other-colours
271,Berberiandebryst,29520107,La Chouannerie,300 g,sleeve,true,plastic,clear
273,Kyllingefrikadeller,5707196275087,Salling,500 g,bag,true,plastic,other-colours
274,Vanilje Is,5766632232312,Polar Is,1 liter,box,true,fibre-based,other-colours
275,"Limonadeis m. smag af blåbær, melon og jordbær",8711327483606,Heartbrand,350 ml,box,false,fibre-based,other-colours
277,Panerede kyllingekrebinetter,5701012793786,Kæmpeposen,1.800 g,bag,true,plastic,other-colours
278,Mælkeis m. jordbær og marengs,8712100495045,Carte d'Or,900 ml,tray,true,plastic,clear
279,Magnum Mandel,8712566332236,Frisko,"0,33 liter",box,false,fibre-based,other-colours
281,Indbagt laks m. spinat i cremet hvidvinssauce,5700001842993,Rahbek,600 g,box,true,fibre-based,other-colours
282,"Flødeis m. romsmag, karamelsauce og chokoladestykker",5766632529375,Premier Is,750 ml,tray,true,plastic,clear
284,Vannamei rejer,5702008295413,Salling,700 g,bag,true,plastic,other-colours
285,Pølsehorn,5701018049047,Beauvais,"0,25 kg",bag,false,plastic,other-colours
287,Cowboytoast,5741300021610,STEFF HOULBERG,290 g,sleeve,true,plastic,other-colours
288,Rødspættefileter,5702008286619,Salling,500 g,bag,true,plastic,other-colours
289,Millionbøf,5712874423827,Salling,350 g,box,false,fibre-based,other-colours
292,Forårsruller m. kylling og grøntsager,5712870982434,Daloon,6 stk,bag,true,plastic,other-colours
293,Magnum Classic,8712566331949,Frisko,"0,33 liter",box,false,fibre-based,other-colours
296,Forårsruller mini m. grøntsager vegansk,5741200318636,Daloon,16 stk,box,false,fibre-based,other-colours
298,Smoothie frugtblanding øko,5712871210550,Levevis,450 g,bag,true,plastic,other-colours
299,Pølsemix,5707196079326,Steff Houlberg,500 g,bag,true,plastic,other-colours
301,Indbagte rejer m. asparges,5700001734335,Rahbek,2 stk,box,true,fibre-based,other-colours
302,Skagenslapper glutenfri laktosefri,5712873622627,Salling,260 g,bag,true,plastic,other-colours
303,Bøf Bearnaise,5707196117578,Steff Houlberg,"0,45 kg",box,false,fibre-based,other-colours
304,Skagenslapper øko,5712874041793,Salling ØKO,6 stk,bag,true,plastic,other-colours
305,Blandede ispinde,8712100874963,Magnum,836 ml,box,false,fibre-based,other-colours
306,Mozzarella sticks,5712873031719,Vores,250 g,box,false,fibre-based,other-colours
307,Kyllingelårmix,5712874286873,Salling,1.100 g,tray,true,metal,other-colours
308,Grøntsagsblanding m. basilikum øko,5712873597468,Salling ØKO,400 g,bag,true,plastic,other-colours
309,Italiensk pizza m. kød og rød peberfrugt,5712872923626,Princip,430 g,box,false,fibre-based,other-colours
310,Pølsehorn med ketchup,5701018049054,Beauvais,"0,25 kg",bag,true,plastic,other-colours
311,Tebirkes,5701014073428,Hatting,4 stk,bag,true,plastic,other-colours
312,Blandede flødeisvafler,5712873708666,Salling,6 stk,box,false,fibre-based,other-colours
315,Mælkeis m. vaniljesmag og daimstykker,8711327335820,Frisko,480 ml,cup-tub,true,fibre-based,other-colours
316,Flødeis m. vanilje og chokoladeknapper,5766632528989,Premier Is,750 ml,tray,true,plastic,clear
321,Pizzasnegle m. 50% grøntsager,5701018044981,Beauvais,250 g,bag,true,plastic,other-colours
322,Kyllingenuggets,5707735927156,Vores,600 g,box,false,fibre-based,other-colours
323,Kanelsnegle,5701014073145,Hatting,4 stk,bag,true,plastic,other-colours
324,Knust is,5711178001021,Plus Ice,2.000 g,bag,true,plastic,white
326,Porretærte m. bacon,5708322195125,Mette Munk,1 stk,box,false,fibre-based,other-colours
327,"Flødeis m. solbærsmag, solbærsauce og chokoladestykker",5766632529948,Premier Is,800 ml,box,true,plastic,clear
328,Chia- og kartoffelstykker glutenfri laktosefri,5712873622610,Salling,260 g,bag,true,plastic,other-colours
329,Plantebaseret fars vegansk,5701977000561,Naturli',300 g,sleeve,true,plastic,other-colours
330,Stuvet spinat øko,5701232287386,Salling ØKO,500 g,bag,true,plastic,other-colours
331,Flødeispinde m. hvid chokoladeovertræk og mandelstykker,8711327539259,Magnum,255 ml,box,false,fibre-based,other-colours
332,Flødeis m. jordbær,5712873640836,Salling,900 ml,box,true,plastic,clear
333,Grøntsagsblanding m. rød karryblanding øko,5712873678815,Salling ØKO,400 g,bag,true,plastic,other-colours
335,Biksemad m. oksekød og bacon,8714803001165,Vores,1.700 g,bag,true,plastic,other-colours
336,Frys-selv-is m. citronsmag,5775345856074,Sun Lolly,10 stk,box,false,fibre-based,other-colours
337,Kylling m. cremet grøn karry og nudler medium,8858984830951,Kitchen Joy,320 g,box,true,fibre-based,other-colours
338,Tricolore is,5766632232329,Polar Is,1 liter,box,true,fibre-based,other-colours
341,Vannamei rejer,5712873642694,Salling,200 g,bag,true,plastic,other-colours
342,Flødeis m. vanilje øko,5707897111011,Hansens Flødeis,725 ml,tray,true,plastic,clear
343,Pizza margherita,5712873776221,Salling,339 g,box,false,fibre-based,other-colours
344,"Pizza m. mozzarella, ananas og skinke",5712873776269,Salling,374 g,box,false,fibre-based,other-colours
347,Pizza m. salami,4001724039839,Dr. Oetker,2 stk,box,false,fibre-based,other-colours
348,Kyllingeoverlår m. rygben tilsat 9% vand,5710405622022,Kæmpeposen,2.800 g,bag,true,plastic,other-colours
350,Frugtblanding,5712873705887,Salling,300 g,bag,true,plastic,other-colours
351,Mælkeis m. vaniljesmag og oreostykker,8711327335851,Frisko,480 ml,cup-tub,true,fibre-based,other-colours
352,Flerkornsbrød glutenfri laktosefri,5712873622634,Salling,500 g,sleeve,true,plastic,other-colours
353,Rejer str. XL,5702008161411,Princip,275 g,sleeve,true,plastic,clear
356,Hot wings,5760725114202,Rose,2.500 g,bag,true,plastic,other-colours
357,Astronautis,7613034259950,Premier Is,300 ml,box,false,fibre-based,other-colours
358,Frikadeller m. blomkål og pastinak,5707196267082,Tulip,455 g,bag,true,plastic,other-colours
360,Vannamei rejer,5712873642687,Salling,200 g,bag,true,plastic,other-colours
361,Karbonade m. stuvede ærter og gulerødder,5707196260373,Steff Houlberg,450 g,box,false,fibre-based,other-colours
362,Kartoffelgratin m. emmentaler,5711044158613,Princip,400 g,box,false,fibre-based,other-colours
363,Plantebaserede bøffer,7039010577069,Naturli',240 g,box,false,fibre-based,other-colours
367,Schnitzel,5701977000585,Naturli',"0,3 kg",bag,true,plastic,other-colours
368,Kartoffelskiver,5701012723738,Budget,1.000 g,box,true,plastic,other-colours
369,Limonadeispinde m. vandmelonsmag,5712874925758,Salling,6 stk,box,false,fibre-based,other-colours
370,Kyllingelår m. rygben tilsat 9% vand,5711044090449,Kæmpeposen,2.800 g,bag,true,plastic,other-colours
374,Flødeis m. lakrids,5712873642298,Salling,900 ml,box,true,plastic,other-colours
375,Pizza m. prosciutto øko,5712872855170,Salling ØKO,372 g,box,false,fibre-based,other-colours
376,Blandede ispinde mini,8714100636039,Magnum,550 ml,box,false,fibre-based,other-colours
377,Rejer m. skal str. XL,5702008161398,Princip,275 g,box,false,fibre-based,other-colours
378,Grøntsagsblanding m. gul karry øko,5712873597444,Salling ØKO,400 g,bag,true,plastic,other-colours
379,"Mælkeis m. karamel, kiks og chokoladeovertræk",5000159484695,Twix,"205,2 g",box,false,fibre-based,other-colours
382,Pølsehorn,5712874955205,Salling,480 g,bag,true,plastic,other-colours
383,Cookie Dough,8711327373105,Ben & Jerry's,"0,465 liter",jar,true,fibre-based,other-colours
385,Kyllingelår med rygben,5712874371579,XXL,5 kg,box,false,fibre-based,other-colours
387,Sausages,5701977000608,Naturli',"0,3 kg",bag,true,plastic,other-colours
390,Mælkeis m. jordbærsauce og tyggegummikugle,5712872698883,Vores,6 stk,box,false,fibre-based,other-colours
391,Flødeis m. cookies og hvid chokoladeskal,8711327315600,Magnum,440 ml,cup-tub,true,fibre-based,other-colours
392,"Frys-selv-is m. jordbær-, appelsin-, citron- og colasmag u. tilsat sukker",5703161801749,Easis,400 ml,box,false,fibre-based,other-colours
394,Astronautis,5766632529399,Premier Is,750 ml,tray,true,plastic,clear
395,Pizza m. skinke og ananas,4001724039860,Dr. Oetker,2 stk,box,true,fibre-based,other-colours
399,Pizza m. grøntsager øko,5712872923527,Salling ØKO,413 g,box,false,fibre-based,other-colours
401,Plantebaserede veggie balls,5701977000554,Naturli',300 g,sleeve,true,plastic,other-colours
403,Fiskefrikadeller glutenfri,5730444919907,Vores,2 kg,bag,true,plastic,other-colours
404,Kartoffelbåde øko,5712873687688,Salling ØKO,600 g,bag,true,plastic,other-colours
406,Vegan Almond,8714100658499,Frisko,"0,27 liter",box,false,fibre-based,other-colours
407,Vanilleis,5703161801602,Easis,"0,8 liter",tray,true,plastic,clear
408,Pizza Quatro Fromaggi,5712874602482,Princip,352 g,box,false,fibre-based,other-colours
409,Pizza m. stærk salami og Nduja pølse,5712874602444,Princip,392 g,box,false,fibre-based,other-colours
410,Mælkeis m. kokos og vanilje,5000159483063,Bounty,"234,6 g",box,false,fibre-based,other-colours
411,Chili con carne m. ris,5712873218905,Salling,350 g,box,false,fibre-based,other-colours
412,Artisan boller øko,5712873273935,Jalm&B,4 stk,bag,true,plastic,other-colours
413,Flødeis m. nougat øko,5707897111028,Hansens Flødeis,725 ml,box,true,plastic,clear
414,Skalrejer str. XL,5701961003011,Princip,700 g,bag,true,plastic,other-colours
415,Pizza m. salami og rucola øko,5712870850573,Salling ØKO,1 stk,box,false,fibre-based,other-colours
417,Curry Wurst m. pommes frites,5707196268461,Steff Houlberg,450 g,box,false,fibre-based,other-colours
419,Panerede torskefileter,5710405824976,Royal Greenland,225 g,box,false,fibre-based,other-colours
420,Chokolade flødeis m. chokoladestykker øko,5707897111035,Hansens Flødeis,725 ml,tray,true,plastic,clear
422,Plantebaserede nuggets vegansk,5701977000783,Naturli',300 g,bag,true,plastic,other-colours
424,Snackbox,5712873031771,Vores,450 g,box,false,fibre-based,other-colours
425,Skagenslapper,5712874911713,Salling,600 g,bag,true,plastic,other-colours
428,Pizza m. pancetta,5712873776283,Salling,355 g,box,false,fibre-based,other-colours
429,Kyllingeoverlår øko,5789000091304,De Danske Familiegårde,1.000 g,bag,true,plastic,other-colours
430,"Islagkage m. romsmag, karamelsauce og chokoladestykker",5766632524110,Premier Is,1.300 ml,box,false,fibre-based,other-colours
431,Flødeis m. vanilje øko,5712873317615,Salling ØKO,750 ml,box,true,plastic,clear
432,Hellefiskeportioner,5740301151081,Princip,300 g,box,false,fibre-based,other-colours
433,Kartoffelbåde,5701012723714,Budget,1.000 g,bag,true,plastic,other-colours
435,Flødeis m. chokoladesmag og skumfiduser,8711327373013,Ben & Jerry's,465 ml,jar,true,fibre-based,other-colours
437,Forårsruller m. thaikylling og grøntsager,5741200319268,Daloon,4 stk,box,false,fibre-based,other-colours
439,Mandeltærte m. daimstykker og chokolade,5710405041984,Almondy,400 g,box,false,fibre-based,other-colours
443,Flødeis m. chokolade,5712873997848,Salling,900 ml,box,true,plastic,clear
446,"Snackboks m. chicken wings, fried chicken og pommes frites",5707735932679,American Style,1 stk,box,false,fibre-based,other-colours
447,Pizza m. mozzarella og pesto,5712873614813,Salling,635 g,box,false,fibre-based,other-colours
449,Limonadeis m. sportssmag og vekaoovertræk,8722700150299,Frisko,400 ml,box,false,fibre-based,other-colours
450,Blandede rodfrugter øko,5712874266684,Salling ØKO,450 g,bag,true,plastic,other-colours
451,Mælkeis m. saltkaramel og saltede mandler,5766632528873,Underground,500 ml,cup-tub,true,fibre-based,other-colours
453,Kyllingelever,5760725200363,Rose,500 g,bag,true,plastic,other-colours
454,Chocolate Fudge Brownie,8711327370708,Ben & Jerry's,"0,465 liter",cup-tub,true,fibre-based,other-colours
455,Jomfruhummere,5705510020207,Princip,350 g,box,false,fibre-based,other-colours
459,Pizza margherita øko,5712872855163,Salling ØKO,383 g,box,false,fibre-based,other-colours
463,"Flødeis m. banan, chokoladestykker og karamel",8711327539396,Ben & Jerry's,427 ml,cup-tub,true,fibre-based,other-colours
464,Forårsruller mini m. grøntsager og krydderier vegetarisk,5741200319299,Daloon,12 stk,box,false,fibre-based,other-colours
467,Mælkeis m. vaniljesmag og sprøde lag m. chokoladesmag,8000920200025,Frisko,650 ml,box,true,fibre-based,other-colours
469,Danske Rødspætter,5740301021735,Royal Greenland,1 stk,box,false,fibre-based,other-colours
470,Chick Free Magic,5701043001195,Naturli',"0,25 kg",sleeve,true,plastic,other-colours
471,Indbagte rejer,5702008287951,Salling,1.000 g,bag,true,plastic,other-colours
473,Panerede rødspættefileter,5740301188865,Salling,4 stk,box,false,fibre-based,other-colours
474,Gnocchi m. tomat og grøntsager,5712873733286,Salling,900 g,bag,true,plastic,other-colours
475,"Pizza m. grillede grøntsager, røget ost og asparges",5712873776207,Salling,435 g,box,false,fibre-based,other-colours
477,Vegansk is m. saltkaramel og ristede mandler,5701977000318,Naturli',500 ml,cup-tub,true,fibre-based,other-colours
479,Vegansk is m. kakao og stykker af brownie,5701977001292,Naturli',500 ml,bucket,true,fibre-based,other-colours
480,Flødeis m. karamel- og chokoladeovertrukkede karamelstykker,8711327373969,Ben & Jerry's,465 ml,cup-tub,true,fibre-based,other-colours
482,Brownie,5706913948006,Princip,440 g,box,false,fibre-based,other-colours
485,Suppehøne,5706911021053,Herregaards,2.800 g,bag,true,plastic,other-colours
486,"Flødeis m. vanilje- og chokoladesmag, stykker af chokoladebrownie og cookie dough",8711327371002,Ben & Jerry's,465 ml,bucket,true,fibre-based,other-colours
487,Chokoladekage m. chokolademousse og hasselnøddetopping glutenfri vegansk,7312930007763,Almondy,450 g,box,false,fibre-based,other-colours
488,Mælkeis m. vanilje og chokoladeovertræk,5712875060397,Magnum,660 ml,box,false,fibre-based,other-colours
489,Sorbetis m. hindbær øko,5707897111516,Hansens Flødeis,725 ml,tray,true,plastic,clear
490,"Italiensk pizza m. stærk salami, peberfrugt og jalapeños",5712874655518,Salling,1 stk,box,false,fibre-based,other-colours
491,Vegansk is m. romkuglesmag,5701977001629,Naturli,600 g,tray,true,plastic,clear
492,Pizza m. peberfrugt vegansk,5701977000530,Naturli',350 g,box,false,fibre-based,other-colours
495,Flødeis m. chokoladesmåkager og chokoladestykker,5712875060373,Ben & Jerry's,427 ml,cup-tub,true,fibre-based,other-colours
497,Nudelret m. grøntsager og basilikumsauce mild,8858984832238,Kitchen Joy,300 g,box,true,fibre-based,other-colours
498,Mælkeis m. daimstykker og overtræk m. chokoladesmag mini,5710405041663,Frisko,6 stk,box,false,fibre-based,other-colours
499,Berberiandelår,5711044821005,La Chouannerie,300 g,sleeve,true,plastic,clear
500,Hakket svinelever,5705522371342,Amalie's Køkken,500 g,tube,true,plastic,clear
501,Hakket svinespæk,5705522371335,Amalie's Køkken,500 g,sleeve,true,plastic,clear
502,Grove boller m. chokolade og rugkerner,5704000493071,Stryhn's,240 g,bag,true,plastic,other-colours
503,Regnbueflødeis øko,5707897111219,Hansens Flødeis,725 ml,tray,true,plastic,clear
504,Vannamei rejer,5702008295437,XXL,700 g,bag,true,plastic,other-colours
506,Sildefileter,5711869600137,Salling,500 g,sleeve,true,plastic,clear
509,Mælkeis m. jordbær og chokoladesmag,8711327540040,Heartbrand,900 ml,tray,true,plastic,clear
511,Flødeisvafler m. jordbær- og vaniljesmag m. flødebolle,5766632526633,Premier Is,3 stk,box,false,fibre-based,other-colours
513,Blandede ispinde,5712871920312,Vores,460 ml,box,false,fibre-based,other-colours
514,Vegansk is m. lakrids,5701977035143,Naturli',500 ml,jar,true,fibre-based,other-colours
516,"Flødeis m. vanilje, karamel og chokoladeovertræk øko",5707897130890,Hansens Flødeis,280 ml,box,false,fibre-based,other-colours
521,Rødfiskefileter,5702008278690,Princip,400 g,bag,false,fibre-based,other-colours
523,Samosa m. grøntsager,5030755001224,Daloon,420 g,box,false,fibre-based,other-colours
527,Pizza Salami,5713848111115,Oles,"0,47 kg",box,false,fibre-based,clear
528,Cookie dough snacks,8711327397620,Ben & Jerry's,170 g,bag,true,plastic,other-colours
530,Rejer str. XL,5740301070023,Royal Greenland,125 g,box,false,fibre-based,other-colours
531,Mælkeis m. vanilje og chokoladeovertræk m. mandelstykker u. tilsat sukker,5703161801411,Easis,237 g,box,false,fibre-based,other-colours
532,Flødeispinde m. chokolade og solbær,5707897130876,Hansens Flødeis,260 ml,box,false,fibre-based,other-colours
533,Flødeisvafler m. vaniljesmag,5766632527630,Premier Is,350 ml,box,false,fibre-based,other-colours
535,Mælkeis m. kakao og chokoladestykker,5712872025832,Vores,750 ml,tray,true,plastic,white
536,Frys-selv-is m. exoticsmag,5775345856050,Sun Lolly,600 ml,box,false,fibre-based,other-colours
544,Mælkeis m. jordbærsauce og chokoladeovertræk,8711327387409,Magnum,264 ml,box,false,fibre-based,other-colours
545,"Vegansk is m. karamelsmag, stykker af cookies, cookie dough og chokolade",8711327374904,Ben & Jerry's,465 ml,cup-tub,true,fibre-based,other-colours
546,Ørredportioner m. skind,5711869500703,Vores,4 stk,sleeve,true,plastic,clear
549,Fisk- og skaldyrsblanding,5702008287050,Princip,350 g,box,false,fibre-based,other-colours
551,Flødeis m. peanutbutter,8711327374515,Ben & Jerry's,465 ml,cup-tub,true,fibre-based,other-colours
