id,Name,Barcode,Manufacturer,Amount,GS1 Form,Food-grade,Material,Colour
179,Grøntsagsblanding til fajita,5.71287E+12,Salling,450 g,bag,TRUE,plastic,other-colours
183,Edamamebønner,5.71287E+12,Salling,400 g,bag,TRUE,plastic,other-colours
184,Grøntsagsblanding,5.71287E+12,Salling,600 g,bag,TRUE,plastic,other-colours
185,Bølgeskårne pommes frites,5.71287E+12,Budget,1.000 g,bag,TRUE,plastic,other-colours
186,Møllehjul,5.71287E+12,Salling,25 stk,bag,TRUE,plastic,other-colours
187,Cordon bleu af kylling,5.71287E+12,Kæmpeposen,1.500 g,bag,TRUE,plastic,other-colours
188,Forårsruller m. oksekød og grøntsager,5.7412E+12,Daloon,6 stk,bag,TRUE,plastic,other-colours
189,Kyllingenuggets,5.70691E+12,Chick'n,240 g,box,FALSE,fibre-based,other-colours
190,Smørcroissanter,5.71287E+12,Salling,280 g,bag,TRUE,plastic,other-colours
192,Øko. Sukkermajs,5.71287E+12,Salling ØKO,400 g,bag,TRUE,plastic,other-colours
193,Fuldkorns Skagenslapper,5.70101E+12,Hatting,"0,488 kg",bag,TRUE,plastic,other-colours
194,Groftskårne rodfrugter,5.71287E+12,Salling,600 g,bag,TRUE,plastic,other-colours
195,Wokblanding øko,5.71287E+12,Salling ØKO,450 g,bag,TRUE,plastic,other-colours
196,Jordbær,5.71287E+12,Budget,500 g,box,TRUE,plastic,other-colours
197,Twister Mini,8.00092E+12,Frisko,"0,4 liter",box,FALSE,fibre-based,other-colours
198,Biksemad,5.7072E+12,Steff Houlberg,"0,5 kg",box,TRUE,plastic,other-colours
199,Panerede fiskefileter,5.7403E+12,Vores,2.000 g,box,FALSE,fibre-based,other-colours
200,Granatæblekerner øko,5.71287E+12,Salling,250 g,bag,TRUE,plastic,other-colours
201,Frikadeller,5.71287E+12,Salling,480 g,bag,TRUE,plastic,other-colours
203,Grøntsagsblanding,5.71287E+12,Salling,500 g,bag,TRUE,plastic,other-colours
204,"Kyllingespyd med teriyaki, frossen",5.70836E+12,CHICK´N´QUICK,1.350 g,box,FALSE,fibre-based,other-colours
206,Blåbær øko,5.71287E+12,Salling ØKO,225 g,bag,TRUE,plastic,other-colours
207,Kylling,5.71287E+12,Salling,"1,4 kg",sleeve,TRUE,plastic,other-colours
209,Mælkeis m. karamel og chokoladeovertræk,5.00016E+12,Mars,250 g,box,FALSE,fibre-based,other-colours
210,Fuldkornspitabrød øko,5.71287E+12,Vores,4 stk,sleeve,TRUE,plastic,other-colours
211,Mælkeis m. vanilje,8.7141E+12,Carte d'Or,750 ml,box,TRUE,plastic,clear
212,Laks i portioner,5.71187E+12,Salling,4 stk,sleeve,TRUE,plastic,white
214,Flødeis m. vanilje,5.71287E+12,Salling,900 ml,tray,TRUE,plastic,clear
215,Kylling i teriyaki og sød chili m. ris mild,8.8557E+12,Kitchen Joy,350 g,box,TRUE,fibre-based,other-colours
216,Jordbær,5.77535E+12,Sun Lolly,"0,6 liter",box,FALSE,fibre-based,other-colours
217,Panerede kyllingebøffer,5.70691E+12,Chick'n,300 g,box,FALSE,fibre-based,other-colours
218,Parisertoast,5.7413E+12,Steff Houlberg,"0,2 kg",bag,TRUE,plastic,other-colours
220,Frikadeller,5.7072E+12,Tulip,455 g,bag,TRUE,plastic,other-colours
221,Hindbær øko,5.71287E+12,Salling ØKO,200 g,bag,TRUE,plastic,other-colours
222,Passionsfrugt,5.71287E+12,Salling,250 g,bag,TRUE,plastic,other-colours
223,Mælkeis m. saltkaramel,8.7121E+12,Carte d'Or,900 ml,tray,TRUE,plastic,other-colours
224,Hønsekød i tern,5.71287E+12,Salling,350 g,bag,TRUE,plastic,other-colours
226,Pommes frites m. skræl,5.71041E+12,Princip,700 g,bag,TRUE,plastic,other-colours
227,Grønne bønner,5.70101E+12,Budget,750 g,bag,TRUE,plastic,other-colours
228,Grøntsagsblanding øko,5.71287E+12,Salling ØKO,400 g,bag,TRUE,plastic,other-colours
229,Panerede rødspættefileter,5.7403E+12,Royal Greenland,300 g,bag,TRUE,plastic,other-colours
230,"Mælkeis m. peanuts, karamel og chokoladeovertræk",5.71041E+12,Snickers,288 g,box,FALSE,fibre-based,other-colours
231,Indisk inspireret grøntsagsblanding,5.71287E+12,Salling,400 g,bag,TRUE,plastic,other-colours
232,Pizza m. pepperoni og ostefyldt kant,5.71287E+12,Salling,445 g,box,FALSE,fibre-based,other-colours
233,Rejer str. S,5.70134E+12,XXL,700 g,bag,TRUE,plastic,other-colours
234,Fuldkorns Græskarkernestykker,5.70101E+12,Hatting,"0,452 kg",bag,TRUE,plastic,other-colours
235,Mango i tern øko,5.71287E+12,Salling ØKO,250 g,bag,TRUE,plastic,other-colours
236,Cordon bleu af kylling,5.70691E+12,Chick'n,250 g,bag,TRUE,plastic,other-colours
237,Focacciabolle m. pepperoni og ost,5.7071E+12,Salling,400 g,bag,TRUE,plastic,other-colours
238,Kylling i rød karry m. jasminris medium,8.8557E+12,Kitchen Joy,350 g,box,TRUE,fibre-based,other-colours
239,Forårsruller mini m. oksekød og grøntsager,5.7412E+12,Daloon,30 stk,bag,TRUE,plastic,other-colours
240,Flødeis m. karamel og karamelchokoladeskal,8.71133E+12,Magnum,255 ml,box,FALSE,fibre-based,other-colours
242,Miniflutes,5.70101E+12,Vores,25 stk,bag,FALSE,plastic,other-colours
243,Ananas i stykker,5.71287E+12,Salling,300 g,bag,TRUE,plastic,other-colours
244,Mango,5.77535E+12,Sun Lolly,"0,6 liter",box,FALSE,fibre-based,other-colours
245,Pizza m. ost mini øko,5.71287E+12,Salling ØKO,4 stk,box,FALSE,fibre-based,other-colours
246,Panerede fiskefileter,5.7403E+12,Budget,500 g,bag,TRUE,plastic,other-colours
248,Speltstykker øko,5.71287E+12,Salling ØKO,6 stk,bag,TRUE,plastic,other-colours
249,Mælkeis m. chokoladestykker,5.71041E+12,Carte d'Or,900 ml,tray,TRUE,plastic,clear
250,Mælkeis m. vanilje og chokolade,8.00092E+12,Carte d'Or,900 ml,tray,TRUE,plastic,clear
252,Bølgeskårne pommes frites øko,5.71287E+12,Salling ØKO,600 g,bag,TRUE,plastic,other-colours
253,Boller i karry m. ris,5.71287E+12,Salling,350 g,box,FALSE,fibre-based,other-colours
255,Pizzabrød m. hvidløg,5.71287E+12,Salling,236 g,box,FALSE,fibre-based,other-colours
256,Nudelret m. cremet tom yum og kylling mild,8.85898E+12,Kitchen Joy,320 g,box,TRUE,fibre-based,other-colours
257,Bærblanding øko,5.71287E+12,Salling ØKO,225 g,bag,TRUE,plastic,other-colours
259,Frikadeller,5.7072E+12,Tulip,455 g,bag,TRUE,plastic,other-colours
260,Grønlandske rejer str. S,5.70134E+12,XXL,1.100 g,bag,TRUE,plastic,other-colours
261,Grove bagels m. kerner og frø,5.71287E+12,Princip,4 stk,sleeve,TRUE,plastic,other-colours
263,Fuldkornshåndværkere øko,5.71287E+12,Salling ØKO,6 stk,bag,TRUE,plastic,other-colours
264,Hot wings,5.71287E+12,Salling,750 g,bag,TRUE,plastic,other-colours
265,Rundstykker m. hvide birkes,5.70101E+12,Salling,25 stk,bag,TRUE,plastic,other-colours
266,Frys-selv-is m. hindbærsmag,5.77535E+12,Sun Lolly,10 stk,box,FALSE,fibre-based,other-colours
268,Kyllingebrystfilet tilsat 14% vand,5.71287E+12,XXL,4.200 g,box,FALSE,fibre-based,other-colours
269,Fransk inspireret grøntsagsblanding øko,5.71287E+12,Salling ØKO,400 g,bag,TRUE,plastic,other-colours
271,Berberiandebryst,29520107,La Chouannerie,300 g,sleeve,TRUE,plastic,clear
273,Kyllingefrikadeller,5.7072E+12,Salling,500 g,bag,TRUE,plastic,other-colours
274,Vanilje Is,5.76663E+12,Polar Is,1 liter,box,TRUE,fibre-based,other-colours
275,"Limonadeis m. smag af blåbær, melon og jordbær",8.71133E+12,Heartbrand,350 ml,box,FALSE,fibre-based,other-colours
277,Panerede kyllingekrebinetter,5.70101E+12,Kæmpeposen,1.800 g,bag,TRUE,plastic,other-colours
278,Mælkeis m. jordbær og marengs,8.7121E+12,Carte d'Or,900 ml,tray,TRUE,plastic,clear
279,Magnum Mandel,8.71257E+12,Frisko,"0,33 liter",box,FALSE,fibre-based,other-colours
281,Indbagt laks m. spinat i cremet hvidvinssauce,5.7E+12,Rahbek,600 g,box,TRUE,fibre-based,other-colours
282,"Flødeis m. romsmag, karamelsauce og chokoladestykker",5.76663E+12,Premier Is,750 ml,tray,TRUE,plastic,clear
284,Vannamei rejer,5.70201E+12,Salling,700 g,bag,TRUE,plastic,other-colours
285,Pølsehorn,5.70102E+12,Beauvais,"0,25 kg",bag,FALSE,plastic,other-colours
287,Cowboytoast,5.7413E+12,STEFF HOULBERG,290 g,sleeve,TRUE,plastic,other-colours
288,Rødspættefileter,5.70201E+12,Salling,500 g,bag,TRUE,plastic,other-colours
289,Millionbøf,5.71287E+12,Salling,350 g,box,FALSE,fibre-based,other-colours
292,Forårsruller m. kylling og grøntsager,5.71287E+12,Daloon,6 stk,bag,TRUE,plastic,other-colours
293,Magnum Classic,8.71257E+12,Frisko,"0,33 liter",box,FALSE,fibre-based,other-colours
296,Forårsruller mini m. grøntsager vegansk,5.7412E+12,Daloon,16 stk,box,FALSE,fibre-based,other-colours
298,Smoothie frugtblanding øko,5.71287E+12,Levevis,450 g,bag,TRUE,plastic,other-colours
299,Pølsemix,5.7072E+12,Steff Houlberg,500 g,bag,TRUE,plastic,other-colours
301,Indbagte rejer m. asparges,5.7E+12,Rahbek,2 stk,box,TRUE,fibre-based,other-colours
302,Skagenslapper glutenfri laktosefri,5.71287E+12,Salling,260 g,bag,TRUE,plastic,other-colours
303,Bøf Bearnaise,5.7072E+12,Steff Houlberg,"0,45 kg",box,FALSE,fibre-based,other-colours
304,Skagenslapper øko,5.71287E+12,Salling ØKO,6 stk,bag,TRUE,plastic,other-colours
305,Blandede ispinde,8.7121E+12,Magnum,836 ml,box,FALSE,fibre-based,other-colours
306,Mozzarella sticks,5.71287E+12,Vores,250 g,box,FALSE,fibre-based,other-colours
307,Kyllingelårmix,5.71287E+12,Salling,1.100 g,tray,TRUE,metal,other-colours
308,Grøntsagsblanding m. basilikum øko,5.71287E+12,Salling ØKO,400 g,bag,TRUE,plastic,other-colours
309,Italiensk pizza m. kød og rød peberfrugt,5.71287E+12,Princip,430 g,box,FALSE,fibre-based,other-colours
310,Pølsehorn med ketchup,5.70102E+12,Beauvais,"0,25 kg",bag,TRUE,plastic,other-colours
311,Tebirkes,5.70101E+12,Hatting,4 stk,bag,TRUE,plastic,other-colours
312,Blandede flødeisvafler,5.71287E+12,Salling,6 stk,box,FALSE,fibre-based,other-colours
315,Mælkeis m. vaniljesmag og daimstykker,8.71133E+12,Frisko,480 ml,cup-tub,TRUE,fibre-based,other-colours
316,Flødeis m. vanilje og chokoladeknapper,5.76663E+12,Premier Is,750 ml,tray,TRUE,plastic,clear
321,Pizzasnegle m. 50% grøntsager,5.70102E+12,Beauvais,250 g,bag,TRUE,plastic,other-colours
322,Kyllingenuggets,5.70774E+12,Vores,600 g,box,FALSE,fibre-based,other-colours
323,Kanelsnegle,5.70101E+12,Hatting,4 stk,bag,TRUE,plastic,other-colours
324,Knust is,5.71118E+12,Plus Ice,2.000 g,bag,TRUE,plastic,white
326,Porretærte m. bacon,5.70832E+12,Mette Munk,1 stk,box,FALSE,fibre-based,other-colours
327,"Flødeis m. solbærsmag, solbærsauce og chokoladestykker",5.76663E+12,Premier Is,800 ml,box,TRUE,plastic,clear
328,Chia- og kartoffelstykker glutenfri laktosefri,5.71287E+12,Salling,260 g,bag,TRUE,plastic,other-colours
329,Plantebaseret fars vegansk,5.70198E+12,Naturli',300 g,sleeve,TRUE,plastic,other-colours
330,Stuvet spinat øko,5.70123E+12,Salling ØKO,500 g,bag,TRUE,plastic,other-colours
331,Flødeispinde m. hvid chokoladeovertræk og mandelstykker,8.71133E+12,Magnum,255 ml,box,FALSE,fibre-based,other-colours
332,Flødeis m. jordbær,5.71287E+12,Salling,900 ml,box,TRUE,plastic,clear
333,Grøntsagsblanding m. rød karryblanding øko,5.71287E+12,Salling ØKO,400 g,bag,TRUE,plastic,other-colours
335,Biksemad m. oksekød og bacon,8.7148E+12,Vores,1.700 g,bag,TRUE,plastic,other-colours
336,Frys-selv-is m. citronsmag,5.77535E+12,Sun Lolly,10 stk,box,FALSE,fibre-based,other-colours
337,Kylling m. cremet grøn karry og nudler medium,8.85898E+12,Kitchen Joy,320 g,box,TRUE,fibre-based,other-colours
338,Tricolore is,5.76663E+12,Polar Is,1 liter,box,TRUE,fibre-based,other-colours
341,Vannamei rejer,5.71287E+12,Salling,200 g,bag,TRUE,plastic,other-colours
342,Flødeis m. vanilje øko,5.7079E+12,Hansens Flødeis,725 ml,tray,TRUE,plastic,clear
343,Pizza margherita,5.71287E+12,Salling,339 g,box,FALSE,fibre-based,other-colours
344,"Pizza m. mozzarella, ananas og skinke",5.71287E+12,Salling,374 g,box,FALSE,fibre-based,other-colours
347,Pizza m. salami,4.00172E+12,Dr. Oetker,2 stk,box,FALSE,fibre-based,other-colours
348,Kyllingeoverlår m. rygben tilsat 9% vand,5.71041E+12,Kæmpeposen,2.800 g,bag,TRUE,plastic,other-colours
350,Frugtblanding,5.71287E+12,Salling,300 g,bag,TRUE,plastic,other-colours
351,Mælkeis m. vaniljesmag og oreostykker,8.71133E+12,Frisko,480 ml,cup-tub,TRUE,fibre-based,other-colours
352,Flerkornsbrød glutenfri laktosefri,5.71287E+12,Salling,500 g,sleeve,TRUE,plastic,other-colours
353,Rejer str. XL,5.70201E+12,Princip,275 g,sleeve,TRUE,plastic,clear
356,Hot wings,5.76073E+12,Rose,2.500 g,bag,TRUE,plastic,other-colours
357,Astronautis,7.61303E+12,Premier Is,300 ml,box,FALSE,fibre-based,other-colours
358,Frikadeller m. blomkål og pastinak,5.7072E+12,Tulip,455 g,bag,TRUE,plastic,other-colours
360,Vannamei rejer,5.71287E+12,Salling,200 g,bag,TRUE,plastic,other-colours
361,Karbonade m. stuvede ærter og gulerødder,5.7072E+12,Steff Houlberg,450 g,box,FALSE,fibre-based,other-colours
362,Kartoffelgratin m. emmentaler,5.71104E+12,Princip,400 g,box,FALSE,fibre-based,other-colours
363,Plantebaserede bøffer,7.03901E+12,Naturli',240 g,box,FALSE,fibre-based,other-colours
367,Schnitzel,5.70198E+12,Naturli',"0,3 kg",bag,TRUE,plastic,other-colours
368,Kartoffelskiver,5.70101E+12,Budget,1.000 g,box,TRUE,plastic,other-colours
369,Limonadeispinde m. vandmelonsmag,5.71287E+12,Salling,6 stk,box,FALSE,fibre-based,other-colours
370,Kyllingelår m. rygben tilsat 9% vand,5.71104E+12,Kæmpeposen,2.800 g,bag,TRUE,plastic,other-colours
374,Flødeis m. lakrids,5.71287E+12,Salling,900 ml,box,TRUE,plastic,other-colours
375,Pizza m. prosciutto øko,5.71287E+12,Salling ØKO,372 g,box,FALSE,fibre-based,other-colours
376,Blandede ispinde mini,8.7141E+12,Magnum,550 ml,box,FALSE,fibre-based,other-colours
377,Rejer m. skal str. XL,5.70201E+12,Princip,275 g,box,FALSE,fibre-based,other-colours
378,Grøntsagsblanding m. gul karry øko,5.71287E+12,Salling ØKO,400 g,bag,TRUE,plastic,other-colours
379,"Mælkeis m. karamel, kiks og chokoladeovertræk",5.00016E+12,Twix,"205,2 g",box,FALSE,fibre-based,other-colours
382,Pølsehorn,5.71287E+12,Salling,480 g,bag,TRUE,plastic,other-colours
383,Cookie Dough,8.71133E+12,Ben & Jerry's,"0,465 liter",jar,TRUE,fibre-based,other-colours
385,Kyllingelår med rygben,5.71287E+12,XXL,5 kg,box,FALSE,fibre-based,other-colours
387,Sausages,5.70198E+12,Naturli',"0,3 kg",bag,TRUE,plastic,other-colours
390,Mælkeis m. jordbærsauce og tyggegummikugle,5.71287E+12,Vores,6 stk,box,FALSE,fibre-based,other-colours
391,Flødeis m. cookies og hvid chokoladeskal,8.71133E+12,Magnum,440 ml,cup-tub,TRUE,fibre-based,other-colours
392,"Frys-selv-is m. jordbær-, appelsin-, citron- og colasmag u. tilsat sukker",5.70316E+12,Easis,400 ml,box,FALSE,fibre-based,other-colours
394,Astronautis,5.76663E+12,Premier Is,750 ml,tray,TRUE,plastic,clear
395,Pizza m. skinke og ananas,4.00172E+12,Dr. Oetker,2 stk,box,TRUE,fibre-based,other-colours
399,Pizza m. grøntsager øko,5.71287E+12,Salling ØKO,413 g,box,FALSE,fibre-based,other-colours
401,Plantebaserede veggie balls,5.70198E+12,Naturli',300 g,sleeve,TRUE,plastic,other-colours
403,Fiskefrikadeller glutenfri,5.73044E+12,Vores,2 kg,bag,TRUE,plastic,other-colours
404,Kartoffelbåde øko,5.71287E+12,Salling ØKO,600 g,bag,TRUE,plastic,other-colours
406,Vegan Almond,8.7141E+12,Frisko,"0,27 liter",box,FALSE,fibre-based,other-colours
407,Vanilleis,5.70316E+12,Easis,"0,8 liter",tray,TRUE,plastic,clear
408,Pizza Quatro Fromaggi,5.71287E+12,Princip,352 g,box,FALSE,fibre-based,other-colours
409,Pizza m. stærk salami og Nduja pølse,5.71287E+12,Princip,392 g,box,FALSE,fibre-based,other-colours
410,Mælkeis m. kokos og vanilje,5.00016E+12,Bounty,"234,6 g",box,FALSE,fibre-based,other-colours
411,Chili con carne m. ris,5.71287E+12,Salling,350 g,box,FALSE,fibre-based,other-colours
412,Artisan boller øko,5.71287E+12,Jalm&B,4 stk,bag,TRUE,plastic,other-colours
413,Flødeis m. nougat øko,5.7079E+12,Hansens Flødeis,725 ml,box,TRUE,plastic,clear
414,Skalrejer str. XL,5.70196E+12,Princip,700 g,bag,TRUE,plastic,other-colours
415,Pizza m. salami og rucola øko,5.71287E+12,Salling ØKO,1 stk,box,FALSE,fibre-based,other-colours
417,Curry Wurst m. pommes frites,5.7072E+12,Steff Houlberg,450 g,box,FALSE,fibre-based,other-colours
419,Panerede torskefileter,5.71041E+12,Royal Greenland,225 g,box,FALSE,fibre-based,other-colours
420,Chokolade flødeis m. chokoladestykker øko,5.7079E+12,Hansens Flødeis,725 ml,tray,TRUE,plastic,clear
422,Plantebaserede nuggets vegansk,5.70198E+12,Naturli',300 g,bag,TRUE,plastic,other-colours
424,Snackbox,5.71287E+12,Vores,450 g,box,FALSE,fibre-based,other-colours
425,Skagenslapper,5.71287E+12,Salling,600 g,bag,TRUE,plastic,other-colours
428,Pizza m. pancetta,5.71287E+12,Salling,355 g,box,FALSE,fibre-based,other-colours
429,Kyllingeoverlår øko,5.789E+12,De Danske Familiegårde,1.000 g,bag,TRUE,plastic,other-colours
430,"Islagkage m. romsmag, karamelsauce og chokoladestykker",5.76663E+12,Premier Is,1.300 ml,box,FALSE,fibre-based,other-colours
431,Flødeis m. vanilje øko,5.71287E+12,Salling ØKO,750 ml,box,TRUE,plastic,clear
432,Hellefiskeportioner,5.7403E+12,Princip,300 g,box,FALSE,fibre-based,other-colours
433,Kartoffelbåde,5.70101E+12,Budget,1.000 g,bag,TRUE,plastic,other-colours
435,Flødeis m. chokoladesmag og skumfiduser,8.71133E+12,Ben & Jerry's,465 ml,jar,TRUE,fibre-based,other-colours
437,Forårsruller m. thaikylling og grøntsager,5.7412E+12,Daloon,4 stk,box,FALSE,fibre-based,other-colours
439,Mandeltærte m. daimstykker og chokolade,5.71041E+12,Almondy,400 g,box,FALSE,fibre-based,other-colours
443,Flødeis m. chokolade,5.71287E+12,Salling,900 ml,box,TRUE,plastic,clear
446,"Snackboks m. chicken wings, fried chicken og pommes frites",5.70774E+12,American Style,1 stk,box,FALSE,fibre-based,other-colours
447,Pizza m. mozzarella og pesto,5.71287E+12,Salling,635 g,box,FALSE,fibre-based,other-colours
449,Limonadeis m. sportssmag og vekaoovertræk,8.7227E+12,Frisko,400 ml,box,FALSE,fibre-based,other-colours
450,Blandede rodfrugter øko,5.71287E+12,Salling ØKO,450 g,bag,TRUE,plastic,other-colours
451,Mælkeis m. saltkaramel og saltede mandler,5.76663E+12,Underground,500 ml,cup-tub,TRUE,fibre-based,other-colours
453,Kyllingelever,5.76073E+12,Rose,500 g,bag,TRUE,plastic,other-colours
454,Chocolate Fudge Brownie,8.71133E+12,Ben & Jerry's,"0,465 liter",cup-tub,TRUE,fibre-based,other-colours
455,Jomfruhummere,5.70551E+12,Princip,350 g,box,FALSE,fibre-based,other-colours
459,Pizza margherita øko,5.71287E+12,Salling ØKO,383 g,box,FALSE,fibre-based,other-colours
463,"Flødeis m. banan, chokoladestykker og karamel",8.71133E+12,Ben & Jerry's,427 ml,cup-tub,TRUE,fibre-based,other-colours
464,Forårsruller mini m. grøntsager og krydderier vegetarisk,5.7412E+12,Daloon,12 stk,box,FALSE,fibre-based,other-colours
467,Mælkeis m. vaniljesmag og sprøde lag m. chokoladesmag,8.00092E+12,Frisko,650 ml,box,TRUE,fibre-based,other-colours
469,Danske Rødspætter,5.7403E+12,Royal Greenland,1 stk,box,FALSE,fibre-based,other-colours
470,Chick Free Magic,5.70104E+12,Naturli',"0,25 kg",sleeve,TRUE,plastic,other-colours
471,Indbagte rejer,5.70201E+12,Salling,1.000 g,bag,TRUE,plastic,other-colours
473,Panerede rødspættefileter,5.7403E+12,Salling,4 stk,box,FALSE,fibre-based,other-colours
474,Gnocchi m. tomat og grøntsager,5.71287E+12,Salling,900 g,bag,TRUE,plastic,other-colours
475,"Pizza m. grillede grøntsager, røget ost og asparges",5.71287E+12,Salling,435 g,box,FALSE,fibre-based,other-colours
477,Vegansk is m. saltkaramel og ristede mandler,5.70198E+12,Naturli',500 ml,cup-tub,TRUE,fibre-based,other-colours
479,Vegansk is m. kakao og stykker af brownie,5.70198E+12,Naturli',500 ml,bucket,TRUE,fibre-based,other-colours
480,Flødeis m. karamel- og chokoladeovertrukkede karamelstykker,8.71133E+12,Ben & Jerry's,465 ml,cup-tub,TRUE,fibre-based,other-colours
482,Brownie,5.70691E+12,Princip,440 g,box,FALSE,fibre-based,other-colours
485,Suppehøne,5.70691E+12,Herregaards,2.800 g,bag,TRUE,plastic,other-colours
486,"Flødeis m. vanilje- og chokoladesmag, stykker af chokoladebrownie og cookie dough",8.71133E+12,Ben & Jerry's,465 ml,bucket,TRUE,fibre-based,other-colours
487,Chokoladekage m. chokolademousse og hasselnøddetopping glutenfri vegansk,7.31293E+12,Almondy,450 g,box,FALSE,fibre-based,other-colours
488,Mælkeis m. vanilje og chokoladeovertræk,5.71288E+12,Magnum,660 ml,box,FALSE,fibre-based,other-colours
489,Sorbetis m. hindbær øko,5.7079E+12,Hansens Flødeis,725 ml,tray,TRUE,plastic,clear
490,"Italiensk pizza m. stærk salami, peberfrugt og jalapeños",5.71287E+12,Salling,1 stk,box,FALSE,fibre-based,other-colours
491,Vegansk is m. romkuglesmag,5.70198E+12,Naturli,600 g,tray,TRUE,plastic,clear
492,Pizza m. peberfrugt vegansk,5.70198E+12,Naturli',350 g,box,FALSE,fibre-based,other-colours
495,Flødeis m. chokoladesmåkager og chokoladestykker,5.71288E+12,Ben & Jerry's,427 ml,cup-tub,TRUE,fibre-based,other-colours
497,Nudelret m. grøntsager og basilikumsauce mild,8.85898E+12,Kitchen Joy,300 g,box,TRUE,fibre-based,other-colours
498,Mælkeis m. daimstykker og overtræk m. chokoladesmag mini,5.71041E+12,Frisko,6 stk,box,FALSE,fibre-based,other-colours
499,Berberiandelår,5.71104E+12,La Chouannerie,300 g,sleeve,TRUE,plastic,clear
